MSigDB_Set_Name	GO_Term_ID	GO_Term_Original_Name
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT	GO:0032372	negative regulation of sterol transport
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	GO:0032373	positive regulation of sterol transport
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	GO:0032377	regulation of intracellular lipid transport
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	GO:0032386	regulation of intracellular transport
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	GO:0032387	negative regulation of intracellular transport
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	GO:0032388	positive regulation of intracellular transport
GOCC_MUTLALPHA_COMPLEX	GO:0032389	MutLalpha complex
GOCC_PHOTORECEPTOR_CONNECTING_CILIUM	GO:0032391	photoreceptor connecting cilium
GOBP_DNA_GEOMETRIC_CHANGE	GO:0032392	DNA geometric change
GOMF_MHC_CLASS_I_RECEPTOR_ACTIVITY	GO:0032393	MHC class I receptor activity
GOMF_MHC_CLASS_IB_RECEPTOR_ACTIVITY	GO:0032394	MHC class Ib receptor activity
GOMF_MHC_CLASS_II_RECEPTOR_ACTIVITY	GO:0032395	MHC class II receptor activity
GOMF_MISMATCH_REPAIR_COMPLEX_BINDING	GO:0032404	mismatch repair complex binding
GOMF_MUTLALPHA_COMPLEX_BINDING	GO:0032405	MutLalpha complex binding
GOMF_MUTSALPHA_COMPLEX_BINDING	GO:0032407	MutSalpha complex binding
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	GO:0032409	regulation of transporter activity
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	GO:0032410	negative regulation of transporter activity
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	GO:0032411	positive regulation of transporter activity
GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	GO:0032415	regulation of sodium:proton antiporter activity
GOBP_LYSOSOME_LOCALIZATION	GO:0032418	lysosome localization
GOCC_STEREOCILIUM_BUNDLE	GO:0032421	stereocilium bundle
GOCC_STEREOCILIUM_TIP	GO:0032426	stereocilium tip
GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	GO:0032429	regulation of phospholipase A2 activity
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	GO:0032430	positive regulation of phospholipase A2 activity
GOCC_ACTIN_FILAMENT_BUNDLE	GO:0032432	actin filament bundle
GOCC_FILOPODIUM_TIP	GO:0032433	filopodium tip
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GOCC_CUTICULAR_PLATE	GO:0032437	cuticular plate
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	GO:0032446	protein modification by small protein conjugation
GOMF_DEMETHYLASE_ACTIVITY	GO:0032451	demethylase activity
GOMF_HISTONE_DEMETHYLASE_ACTIVITY_H3_K4_SPECIFIC	GO:0032453	histone demethylase activity (H3-K4 specific)
GOMF_HISTONE_DEMETHYLASE_ACTIVITY_H3_K9_SPECIFIC	GO:0032454	histone demethylase activity (H3-K9 specific)
GOBP_ENDOCYTIC_RECYCLING	GO:0032456	endocytic recycling
GOBP_REGULATION_OF_CYTOKINESIS	GO:0032465	regulation of cytokinesis
GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS	GO:0032466	negative regulation of cytokinesis
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	GO:0032467	positive regulation of cytokinesis
GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	GO:0032469	endoplasmic reticulum calcium ion homeostasis
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION	GO:0032471	negative regulation of endoplasmic reticulum calcium ion concentration
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	GO:0032480	negative regulation of type I interferon production
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	GO:0032481	positive regulation of type I interferon production
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION	GO:0032482	Rab protein signal transduction
GOBP_REGULATION_OF_RAB_PROTEIN_SIGNAL_TRANSDUCTION	GO:0032483	regulation of Rab protein signal transduction
GOBP_RAP_PROTEIN_SIGNAL_TRANSDUCTION	GO:0032486	Rap protein signal transduction
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	GO:0032488	Cdc42 protein signal transduction
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	GO:0032489	regulation of Cdc42 protein signal transduction
GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	GO:0032490	detection of molecule of bacterial origin
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	GO:0032493	response to bacterial lipoprotein
GOBP_RESPONSE_TO_PEPTIDOGLYCAN	GO:0032494	response to peptidoglycan
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE	GO:0032495	response to muramyl dipeptide
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	GO:0032504	multicellular organism reproduction
GOBP_CYTOKINETIC_PROCESS	GO:0032506	cytokinetic process
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	GO:0032507	maintenance of protein location in cell
GOBP_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	GO:0032509	endosome transport via multivesicular body sorting pathway
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	GO:0032510	endosome to lysosome transport via multivesicular body sorting pathway
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway
GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	GO:0032516	positive regulation of phosphoprotein phosphatase activity
GOBP_SOMITE_ROSTRAL_CAUDAL_AXIS_SPECIFICATION	GO:0032525	somite rostral/caudal axis specification
GOBP_RESPONSE_TO_RETINOIC_ACID	GO:0032526	response to retinoic acid
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	GO:0032527	protein exit from endoplasmic reticulum
GOBP_MICROVILLUS_ORGANIZATION	GO:0032528	microvillus organization
GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	GO:0032530	regulation of microvillus organization
GOBP_REGULATION_OF_MICROVILLUS_LENGTH	GO:0032532	regulation of microvillus length
GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY	GO:0032534	regulation of microvillus assembly
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	GO:0032535	regulation of cellular component size
GOBP_REGULATION_OF_CELL_PROJECTION_SIZE	GO:0032536	regulation of cell projection size
GOCC_CORTICAL_ENDOPLASMIC_RETICULUM	GO:0032541	cortical endoplasmic reticulum
GOBP_MITOCHONDRIAL_TRANSLATION	GO:0032543	mitochondrial translation
GOMF_DEOXYRIBONUCLEOTIDE_BINDING	GO:0032552	deoxyribonucleotide binding
GOMF_RIBONUCLEOTIDE_BINDING	GO:0032553	ribonucleotide binding
GOMF_PURINE_DEOXYRIBONUCLEOTIDE_BINDING	GO:0032554	purine deoxyribonucleotide binding
GOBP_RESPONSE_TO_PROGESTERONE	GO:0032570	response to progesterone
GOCC_GOLGI_CISTERNA_MEMBRANE	GO:0032580	Golgi cisterna membrane
GOCC_GROWTH_CONE_MEMBRANE	GO:0032584	growth cone membrane
GOCC_MULTIVESICULAR_BODY_MEMBRANE	GO:0032585	multivesicular body membrane
GOCC_RUFFLE_MEMBRANE	GO:0032587	ruffle membrane
GOCC_TRANS_GOLGI_NETWORK_MEMBRANE	GO:0032588	trans-Golgi network membrane
GOCC_NEURON_PROJECTION_MEMBRANE	GO:0032589	neuron projection membrane
GOCC_DENDRITE_MEMBRANE	GO:0032590	dendrite membrane
GOCC_DENDRITIC_SPINE_MEMBRANE	GO:0032591	dendritic spine membrane
GOCC_INSULIN_RESPONSIVE_COMPARTMENT	GO:0032593	insulin-responsive compartment
GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER	GO:0032594	protein transport within lipid bilayer
GOBP_CHEMOKINE_PRODUCTION	GO:0032602	chemokine production
GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	GO:0032604	granulocyte macrophage colony-stimulating factor production
GOBP_TYPE_I_INTERFERON_PRODUCTION	GO:0032606	type I interferon production
GOBP_INTERFERON_ALPHA_PRODUCTION	GO:0032607	interferon-alpha production
GOBP_INTERFERON_BETA_PRODUCTION	GO:0032608	interferon-beta production
GOBP_INTERFERON_GAMMA_PRODUCTION	GO:0032609	interferon-gamma production
GOBP_INTERLEUKIN_1_ALPHA_PRODUCTION	GO:0032610	interleukin-1 alpha production
GOBP_INTERLEUKIN_1_BETA_PRODUCTION	GO:0032611	interleukin-1 beta production
GOBP_INTERLEUKIN_1_PRODUCTION	GO:0032612	interleukin-1 production
GOBP_INTERLEUKIN_10_PRODUCTION	GO:0032613	interleukin-10 production
GOBP_INTERLEUKIN_12_PRODUCTION	GO:0032615	interleukin-12 production
GOBP_INTERLEUKIN_13_PRODUCTION	GO:0032616	interleukin-13 production
GOBP_INTERLEUKIN_17_PRODUCTION	GO:0032620	interleukin-17 production
GOBP_INTERLEUKIN_18_PRODUCTION	GO:0032621	interleukin-18 production
GOBP_INTERLEUKIN_2_PRODUCTION	GO:0032623	interleukin-2 production
GOBP_INTERLEUKIN_21_PRODUCTION	GO:0032625	interleukin-21 production
GOBP_INTERLEUKIN_23_PRODUCTION	GO:0032627	interleukin-23 production
GOBP_INTERLEUKIN_4_PRODUCTION	GO:0032633	interleukin-4 production
GOBP_INTERLEUKIN_5_PRODUCTION	GO:0032634	interleukin-5 production
GOBP_INTERLEUKIN_6_PRODUCTION	GO:0032635	interleukin-6 production
GOBP_INTERLEUKIN_8_PRODUCTION	GO:0032637	interleukin-8 production
GOBP_REGULATION_OF_INTERLEUKIN_21_PRODUCTION	GO:0032665	regulation of interleukin-21 production
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	GO:0032682	negative regulation of chemokine production
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	GO:0032687	negative regulation of interferon-alpha production
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	GO:0032688	negative regulation of interferon-beta production
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	GO:0032689	negative regulation of interferon-gamma production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	GO:0032690	negative regulation of interleukin-1 alpha production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	GO:0032691	negative regulation of interleukin-1 beta production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	GO:0032692	negative regulation of interleukin-1 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	GO:0032693	negative regulation of interleukin-10 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	GO:0032695	negative regulation of interleukin-12 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	GO:0032696	negative regulation of interleukin-13 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	GO:0032700	negative regulation of interleukin-17 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION	GO:0032701	negative regulation of interleukin-18 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	GO:0032703	negative regulation of interleukin-2 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	GO:0032713	negative regulation of interleukin-4 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	GO:0032714	negative regulation of interleukin-5 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GO:0032715	negative regulation of interleukin-6 production
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	GO:0032717	negative regulation of interleukin-8 production
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	GO:0032722	positive regulation of chemokine production
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production
GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	GO:0032727	positive regulation of interferon-alpha production
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	GO:0032728	positive regulation of interferon-beta production
GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	GO:0032729	positive regulation of interferon-gamma production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION	GO:0032730	positive regulation of interleukin-1 alpha production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	GO:0032732	positive regulation of interleukin-1 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	GO:0032733	positive regulation of interleukin-10 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	GO:0032735	positive regulation of interleukin-12 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	GO:0032736	positive regulation of interleukin-13 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	GO:0032740	positive regulation of interleukin-17 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	GO:0032743	positive regulation of interleukin-2 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION	GO:0032747	positive regulation of interleukin-23 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	GO:0032753	positive regulation of interleukin-4 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	GO:0032754	positive regulation of interleukin-5 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GO:0032755	positive regulation of interleukin-6 production
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	GO:0032757	positive regulation of interleukin-8 production
GOBP_MAST_CELL_CYTOKINE_PRODUCTION	GO:0032762	mast cell cytokine production
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY	GO:0032768	regulation of monooxygenase activity
GOBP_NEGATIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	GO:0032769	negative regulation of monooxygenase activity
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	GO:0032770	positive regulation of monooxygenase activity
GOBP_DNA_METHYLATION_ON_CYTOSINE	GO:0032776	DNA methylation on cytosine
GOBP_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY	GO:0032780	negative regulation of ATPase activity
GOBP_POSITIVE_REGULATION_OF_ATPASE_ACTIVITY	GO:0032781	positive regulation of ATPase activity
GOBP_BILE_ACID_SECRETION	GO:0032782	bile acid secretion
GOCC_SUPER_ELONGATION_COMPLEX	GO:0032783	super elongation complex
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GO:0032784	regulation of DNA-templated transcription, elongation
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GO:0032785	negative regulation of DNA-templated transcription, elongation
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GO:0032786	positive regulation of DNA-templated transcription, elongation
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	GO:0032787	monocarboxylic acid metabolic process
GOBP_RIBOSOME_DISASSEMBLY	GO:0032790	ribosome disassembly
GOBP_NEGATIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	GO:0032792	negative regulation of CREB transcription factor activity
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	GO:0032793	positive regulation of CREB transcription factor activity
GOMF_GTPASE_ACTIVATING_PROTEIN_BINDING	GO:0032794	GTPase activating protein binding
GOCC_SMN_COMPLEX	GO:0032797	SMN complex
GOBP_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS	GO:0032799	low-density lipoprotein receptor particle metabolic process
GOBP_RECEPTOR_CATABOLIC_PROCESS	GO:0032801	receptor catabolic process
GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_CATABOLIC_PROCESS	GO:0032803	regulation of low-density lipoprotein particle receptor catabolic process
GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX	GO:0032806	carboxy-terminal domain protein kinase complex
GOBP_LACRIMAL_GLAND_DEVELOPMENT	GO:0032808	lacrimal gland development
GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING	GO:0032813	tumor necrosis factor receptor superfamily binding
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	GO:0032814	regulation of natural killer cell activation
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	GO:0032815	negative regulation of natural killer cell activation
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	GO:0032816	positive regulation of natural killer cell activation
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	GO:0032819	positive regulation of natural killer cell proliferation
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	GO:0032823	regulation of natural killer cell differentiation
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	GO:0032825	positive regulation of natural killer cell differentiation
GOBP_REGULATION_OF_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	GO:0032829	regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation
GOBP_GLOMERULUS_DEVELOPMENT	GO:0032835	glomerulus development
GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT	GO:0032836	glomerular basement membrane development
GOCC_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM	GO:0032838	plasma membrane bounded cell projection cytoplasm
GOCC_DENDRITE_CYTOPLASM	GO:0032839	dendrite cytoplasm
GOBP_REGULATION_OF_CELLULAR_PH_REDUCTION	GO:0032847	regulation of cellular pH reduction
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PH_REDUCTION	GO:0032849	positive regulation of cellular pH reduction
GOBP_RESPONSE_TO_INSULIN	GO:0032868	response to insulin
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	GO:0032869	cellular response to insulin stimulus
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	GO:0032870	cellular response to hormone stimulus
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	GO:0032878	regulation of establishment or maintenance of cell polarity
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION	GO:0032880	regulation of protein localization
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	GO:0032881	regulation of polysaccharide metabolic process
GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	GO:0032885	regulation of polysaccharide biosynthetic process
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	GO:0032886	regulation of microtubule-based process
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT	GO:0032890	regulation of organic acid transport
GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	GO:0032891	negative regulation of organic acid transport
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	GO:0032892	positive regulation of organic acid transport
GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION	GO:0032897	negative regulation of viral transcription
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	GO:0032905	transforming growth factor beta1 production
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION	GO:0032906	transforming growth factor beta2 production
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA3_PRODUCTION	GO:0032907	transforming growth factor beta3 production
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	GO:0032911	negative regulation of transforming growth factor beta1 production
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	GO:0032914	positive regulation of transforming growth factor beta1 production
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	GO:0032922	circadian regulation of gene expression
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	GO:0032924	activin receptor signaling pathway
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	GO:0032925	regulation of activin receptor signaling pathway
GOBP_NEGATIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	GO:0032926	negative regulation of activin receptor signaling pathway
GOBP_POSITIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	GO:0032927	positive regulation of activin receptor signaling pathway
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	GO:0032928	regulation of superoxide anion generation
GOMF_STEROL_BINDING	GO:0032934	sterol binding
GOBP_SECRETION_BY_TISSUE	GO:0032941	secretion by tissue
GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS	GO:0032957	inositol trisphosphate metabolic process
GOBP_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0032958	inositol phosphate biosynthetic process
GOBP_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0032959	inositol trisphosphate biosynthetic process
GOBP_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0032960	regulation of inositol trisphosphate biosynthetic process
GOBP_POSITIVE_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	GO:0032962	positive regulation of inositol trisphosphate biosynthetic process
GOBP_COLLAGEN_METABOLIC_PROCESS	GO:0032963	collagen metabolic process
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	GO:0032964	collagen biosynthetic process
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	GO:0032970	regulation of actin filament-based process
GOMF_MEMBRANE_INSERTASE_ACTIVITY	GO:0032977	membrane insertase activity
GOCC_MYOSIN_FILAMENT	GO:0032982	myosin filament
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	GO:0032984	protein-containing complex disassembly
GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY	GO:0032986	protein-DNA complex disassembly
GOBP_RIBONUCLEOPROTEIN_COMPLEX_DISASSEMBLY	GO:0032988	ribonucleoprotein complex disassembly
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	GO:0032989	cellular component morphogenesis
GOBP_CELL_PART_MORPHOGENESIS	GO:0032990	cell part morphogenesis
GOCC_PROTEIN_DNA_COMPLEX	GO:0032993	protein-DNA complex
GOCC_PROTEIN_LIPID_COMPLEX	GO:0032994	protein-lipid complex
GOBP_MUSCLE_CELL_PROLIFERATION	GO:0033002	muscle cell proliferation
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION	GO:0033003	regulation of mast cell activation
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	GO:0033004	negative regulation of mast cell activation
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	GO:0033005	positive regulation of mast cell activation
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0033006	regulation of mast cell activation involved in immune response
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0033007	negative regulation of mast cell activation involved in immune response
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO:0033008	positive regulation of mast cell activation involved in immune response
GOCC_PARANODAL_JUNCTION	GO:0033010	paranodal junction
GOBP_TETRAPYRROLE_METABOLIC_PROCESS	GO:0033013	tetrapyrrole metabolic process
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	GO:0033014	tetrapyrrole biosynthetic process
GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE	GO:0033017	sarcoplasmic reticulum membrane
GOCC_SARCOPLASMIC_RETICULUM_LUMEN	GO:0033018	sarcoplasmic reticulum lumen
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	GO:0033028	myeloid cell apoptotic process
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	GO:0033032	regulation of myeloid cell apoptotic process
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	GO:0033033	negative regulation of myeloid cell apoptotic process
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	GO:0033034	positive regulation of myeloid cell apoptotic process
GOMF_BITTER_TASTE_RECEPTOR_ACTIVITY	GO:0033038	bitter taste receptor activity
GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	GO:0033043	regulation of organelle organization
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	GO:0033044	regulation of chromosome organization
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GO:0033047	regulation of mitotic sister chromatid segregation
GOBP_CELLULAR_PIGMENTATION	GO:0033059	cellular pigmentation
GOCC_DNA_RECOMBINASE_MEDIATOR_COMPLEX	GO:0033061	DNA recombinase mediator complex
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS	GO:0033077	T cell differentiation in thymus
GOBP_IMMATURE_T_CELL_PROLIFERATION	GO:0033079	immature T cell proliferation
GOBP_IMMATURE_T_CELL_PROLIFERATION_IN_THYMUS	GO:0033080	immature T cell proliferation in thymus
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	GO:0033081	regulation of T cell differentiation in thymus
GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	GO:0033085	negative regulation of T cell differentiation in thymus
